policy_id,account_id,line_of_business,industry_segment,state,producer_code,hazard_grade,term_number,new_or_renewal,effective_date,expiration_date,written_premium,rate_change_pct,earned_fraction,earned_premium,unearned_premium,earned_exposure
POL-000542,ACCT-00260,BOP,Restaurants & Food Service,IL,AGY-024,4,2,Renewal,2025-08-31,2026-08-31,5972.15,0.0869,0.8301,4957.7,1014.45,0.8301
POL-000543,ACCT-00261,BOP,Retail,TX,AGY-053,4,1,New,2023-12-28,2024-12-28,9682.61,0.0,1.0,9682.61,0.0,1.0
POL-000544,ACCT-00262,BOP,Retail,FL,AGY-021,2,1,New,2023-04-28,2024-04-28,7551.65,0.0,1.0,7551.65,0.0,1.0
POL-000545,ACCT-00262,BOP,Retail,FL,AGY-021,2,2,Renewal,2024-04-28,2025-04-28,8248.92,0.0923,1.0,8248.92,0.0,1.0
POL-000546,ACCT-00262,BOP,Retail,FL,AGY-021,2,3,Renewal,2025-04-28,2026-04-28,8502.11,0.0307,1.0,8502.11,0.0,1.0
POL-000547,ACCT-00262,BOP,Retail,FL,AGY-021,2,4,Renewal,2026-04-28,2027-04-28,9697.3,0.1406,0.1726,1673.78,8023.52,0.1726
POL-000548,ACCT-00263,General Liability,Contractors,GA,AGY-051,3,1,New,2024-11-23,2025-11-23,18422.26,0.0,1.0,18422.26,0.0,1.0
POL-000549,ACCT-00263,General Liability,Contractors,GA,AGY-051,3,2,Renewal,2025-11-23,2026-11-23,18109.6,-0.017,0.6,10865.76,7243.84,0.6
POL-000550,ACCT-00264,General Liability,Light Manufacturing,NY,AGY-012,2,1,New,2024-12-29,2025-12-29,37040.04,0.0,1.0,37040.04,0.0,1.0
POL-000551,ACCT-00265,BOP,Restaurants & Food Service,NY,AGY-021,3,1,New,2024-06-11,2025-06-11,2029.04,0.0,1.0,2029.04,0.0,1.0
POL-000552,ACCT-00265,BOP,Restaurants & Food Service,NY,AGY-021,3,2,Renewal,2025-06-11,2026-06-11,2102.79,0.0363,1.0,2102.79,0.0,1.0
POL-000553,ACCT-00265,BOP,Restaurants & Food Service,NY,AGY-021,3,3,Renewal,2026-06-11,2027-06-11,2204.22,0.0482,0.0521,114.74,2089.48,0.0521
POL-000554,ACCT-00266,General Liability,Real Estate,GA,AGY-057,1,1,New,2024-08-12,2025-08-12,7363.47,0.0,1.0,7363.47,0.0,1.0
POL-000555,ACCT-00266,General Liability,Real Estate,GA,AGY-057,1,2,Renewal,2025-08-12,2026-08-12,7538.17,0.0237,0.8822,6650.11,888.06,0.8822
POL-000556,ACCT-00267,General Liability,Contractors,NY,AGY-011,4,1,New,2023-09-01,2024-09-01,7137.11,0.0,1.0,7137.11,0.0,1.0
POL-000557,ACCT-00267,General Liability,Contractors,NY,AGY-011,4,2,Renewal,2024-09-01,2025-09-01,7353.37,0.0303,1.0,7353.37,0.0,1.0
POL-000558,ACCT-00267,General Liability,Contractors,NY,AGY-011,4,3,Renewal,2025-09-01,2026-09-01,8176.76,0.112,0.8274,6765.43,1411.33,0.8274
POL-000559,ACCT-00268,General Liability,Retail,CA,AGY-020,3,1,New,2023-02-25,2024-02-25,12315.1,0.0,1.0,12315.1,0.0,1.0
POL-000560,ACCT-00268,General Liability,Retail,CA,AGY-020,3,2,Renewal,2024-02-25,2025-02-25,12443.05,0.0104,1.0,12443.05,0.0,1.0
POL-000561,ACCT-00268,General Liability,Retail,CA,AGY-020,3,3,Renewal,2025-02-25,2026-02-25,14363.3,0.1543,1.0,14363.3,0.0,1.0
POL-000562,ACCT-00268,General Liability,Retail,CA,AGY-020,3,4,Renewal,2026-02-25,2027-02-25,15895.22,0.1067,0.3425,5443.57,10451.65,0.3425
POL-000563,ACCT-00269,BOP,Real Estate,OH,AGY-035,1,1,New,2023-05-02,2024-05-02,1909.47,0.0,1.0,1909.47,0.0,1.0
POL-000564,ACCT-00269,BOP,Real Estate,OH,AGY-035,1,2,Renewal,2024-05-02,2025-05-02,2109.46,0.1047,1.0,2109.46,0.0,1.0
POL-000565,ACCT-00270,Professional Liability,Healthcare Services,NY,AGY-039,5,1,New,2023-08-21,2024-08-21,16823.58,0.0,1.0,16823.58,0.0,1.0
POL-000566,ACCT-00270,Professional Liability,Healthcare Services,NY,AGY-039,5,2,Renewal,2024-08-21,2025-08-21,17118.25,0.0175,1.0,17118.25,0.0,1.0
POL-000567,ACCT-00271,Professional Liability,Professional Services,IL,AGY-036,2,1,New,2025-10-27,2026-10-27,3574.87,0.0,0.674,2409.36,1165.51,0.674
POL-000568,ACCT-00272,General Liability,Restaurants & Food Service,IL,AGY-016,2,1,New,2023-04-17,2024-04-17,4472.54,0.0,1.0,4472.54,0.0,1.0
POL-000569,ACCT-00272,General Liability,Restaurants & Food Service,IL,AGY-016,2,2,Renewal,2024-04-17,2025-04-17,4488.94,0.0037,1.0,4488.94,0.0,1.0
POL-000570,ACCT-00272,General Liability,Restaurants & Food Service,IL,AGY-016,2,3,Renewal,2025-04-17,2026-04-17,4617.13,0.0286,1.0,4617.13,0.0,1.0
POL-000571,ACCT-00272,General Liability,Restaurants & Food Service,IL,AGY-016,2,4,Renewal,2026-04-17,2027-04-17,5329.78,0.1544,0.2027,1080.56,4249.22,0.2027
POL-000572,ACCT-00273,General Liability,Light Manufacturing,IL,AGY-058,1,1,New,2025-09-28,2026-09-28,25400.06,0.0,0.7534,19137.03,6263.03,0.7534
POL-000573,ACCT-00274,General Liability,Healthcare Services,GA,AGY-032,1,1,New,2023-01-19,2024-01-19,62591.08,0.0,1.0,62591.08,0.0,1.0
POL-000574,ACCT-00274,General Liability,Healthcare Services,GA,AGY-032,1,2,Renewal,2024-01-19,2025-01-19,65273.14,0.0429,1.0,65273.14,0.0,1.0
POL-000575,ACCT-00274,General Liability,Healthcare Services,GA,AGY-032,1,3,Renewal,2025-01-19,2026-01-19,67762.71,0.0381,1.0,67762.71,0.0,1.0
POL-000576,ACCT-00274,General Liability,Healthcare Services,GA,AGY-032,1,4,Renewal,2026-01-19,2027-01-19,74259.63,0.0959,0.4438,32959.07,41300.56,0.4438
POL-000577,ACCT-00275,BOP,Retail,CA,AGY-003,3,1,New,2025-11-29,2026-11-29,2773.54,0.0,0.5836,1618.53,1155.01,0.5836
POL-000578,ACCT-00276,General Liability,Retail,GA,AGY-046,3,1,New,2025-11-07,2026-11-07,7818.71,0.0,0.6438,5033.96,2784.75,0.6438
POL-000579,ACCT-00277,BOP,Retail,IL,AGY-049,4,1,New,2024-11-07,2025-11-07,6765.12,0.0,1.0,6765.12,0.0,1.0
POL-000580,ACCT-00277,BOP,Retail,IL,AGY-049,4,2,Renewal,2025-11-07,2026-11-07,7437.0,0.0993,0.6438,4788.21,2648.79,0.6438
POL-000581,ACCT-00278,BOP,Contractors,GA,AGY-005,2,1,New,2025-12-27,2026-12-27,7450.17,0.0,0.5068,3776.11,3674.06,0.5068
POL-000582,ACCT-00279,Professional Liability,Healthcare Services,NY,AGY-016,2,1,New,2025-02-02,2026-02-02,34639.5,0.0,1.0,34639.5,0.0,1.0
POL-000583,ACCT-00279,Professional Liability,Healthcare Services,NY,AGY-016,2,2,Renewal,2026-02-02,2027-02-02,40132.74,0.1586,0.4055,16273.0,23859.74,0.4055
POL-000584,ACCT-00280,BOP,Retail,CA,AGY-013,3,1,New,2023-07-01,2024-07-01,7672.47,0.0,1.0,7672.47,0.0,1.0
POL-000585,ACCT-00280,BOP,Retail,CA,AGY-013,3,2,Renewal,2024-07-01,2025-07-01,8084.71,0.0537,1.0,8084.71,0.0,1.0
POL-000586,ACCT-00280,BOP,Retail,CA,AGY-013,3,3,Renewal,2025-07-01,2026-07-01,8955.75,0.1077,0.9973,8931.21,24.54,0.9973
POL-000587,ACCT-00281,BOP,Retail,WA,AGY-035,2,1,New,2025-11-07,2026-11-07,5105.65,0.0,0.6438,3287.2,1818.45,0.6438
POL-000588,ACCT-00282,General Liability,Contractors,IL,AGY-028,3,1,New,2024-11-04,2025-11-04,5811.1,0.0,1.0,5811.1,0.0,1.0
POL-000589,ACCT-00282,General Liability,Contractors,IL,AGY-028,3,2,Renewal,2025-11-04,2026-11-04,6209.2,0.0685,0.6521,4048.74,2160.46,0.6521
POL-000590,ACCT-00283,General Liability,Real Estate,TX,AGY-009,3,1,New,2024-06-25,2025-06-25,24297.84,0.0,1.0,24297.84,0.0,1.0
POL-000591,ACCT-00283,General Liability,Real Estate,TX,AGY-009,3,2,Renewal,2025-06-25,2026-06-25,25914.55,0.0665,1.0,25914.55,0.0,1.0
POL-000592,ACCT-00284,Professional Liability,Professional Services,WA,AGY-055,3,1,New,2024-09-18,2025-09-18,7733.99,0.0,1.0,7733.99,0.0,1.0
POL-000593,ACCT-00284,Professional Liability,Professional Services,WA,AGY-055,3,2,Renewal,2025-09-18,2026-09-18,8299.83,0.0732,0.7808,6480.69,1819.14,0.7808
POL-000594,ACCT-00285,BOP,Retail,NC,AGY-033,1,1,New,2024-11-21,2025-11-21,5031.89,0.0,1.0,5031.89,0.0,1.0
POL-000595,ACCT-00285,BOP,Retail,NC,AGY-033,1,2,Renewal,2025-11-21,2026-11-21,5640.64,0.121,0.6055,3415.29,2225.35,0.6055
POL-000596,ACCT-00286,BOP,Technology,AZ,AGY-060,3,1,New,2024-09-22,2025-09-22,6800.84,0.0,1.0,6800.84,0.0,1.0
POL-000597,ACCT-00287,General Liability,Real Estate,GA,AGY-011,3,1,New,2025-07-16,2026-07-16,61175.76,0.0,0.9562,58494.08,2681.68,0.9562
POL-000598,ACCT-00288,General Liability,Retail,NC,AGY-013,3,1,New,2024-03-08,2025-03-08,3005.74,0.0,1.0,3005.74,0.0,1.0
POL-000599,ACCT-00288,General Liability,Retail,NC,AGY-013,3,2,Renewal,2025-03-08,2026-03-08,3395.53,0.1297,1.0,3395.53,0.0,1.0
POL-000600,ACCT-00288,General Liability,Retail,NC,AGY-013,3,3,Renewal,2026-03-08,2027-03-08,3590.03,0.0573,0.3123,1121.27,2468.76,0.3123
POL-000601,ACCT-00289,General Liability,Real Estate,NC,AGY-037,1,1,New,2023-03-18,2024-03-18,5317.88,0.0,1.0,5317.88,0.0,1.0
POL-000602,ACCT-00289,General Liability,Real Estate,NC,AGY-037,1,2,Renewal,2024-03-18,2025-03-18,5364.8,0.0088,1.0,5364.8,0.0,1.0
POL-000603,ACCT-00289,General Liability,Real Estate,NC,AGY-037,1,3,Renewal,2025-03-18,2026-03-18,5008.53,-0.0664,1.0,5008.53,0.0,1.0
POL-000604,ACCT-00289,General Liability,Real Estate,NC,AGY-037,1,4,Renewal,2026-03-18,2027-03-18,5231.64,0.0445,0.2849,1490.66,3740.98,0.2849
POL-000605,ACCT-00290,Professional Liability,Technology,CA,AGY-040,2,1,New,2025-05-27,2026-05-27,24391.59,0.0,1.0,24391.59,0.0,1.0
POL-000606,ACCT-00290,Professional Liability,Technology,CA,AGY-040,2,2,Renewal,2026-05-27,2027-05-27,25262.18,0.0357,0.0932,2353.19,22908.99,0.0932
POL-000607,ACCT-00291,BOP,Healthcare Services,TX,AGY-030,2,1,New,2024-07-14,2025-07-14,3627.52,0.0,1.0,3627.52,0.0,1.0
POL-000608,ACCT-00292,Professional Liability,Technology,TX,AGY-049,2,1,New,2025-06-17,2026-06-17,6015.34,0.0,1.0,6015.34,0.0,1.0
POL-000609,ACCT-00292,Professional Liability,Technology,TX,AGY-049,2,2,Renewal,2026-06-17,2027-06-17,6074.83,0.0099,0.0356,216.36,5858.47,0.0356
POL-000610,ACCT-00293,BOP,Real Estate,AZ,AGY-002,4,1,New,2024-05-28,2025-05-28,4404.31,0.0,1.0,4404.31,0.0,1.0
POL-000611,ACCT-00293,BOP,Real Estate,AZ,AGY-002,4,2,Renewal,2025-05-28,2026-05-28,4679.46,0.0625,1.0,4679.46,0.0,1.0
POL-000612,ACCT-00294,BOP,Restaurants & Food Service,IL,AGY-002,3,1,New,2025-08-01,2026-08-01,2436.9,0.0,0.9123,2223.25,213.65,0.9123
POL-000613,ACCT-00295,BOP,Retail,FL,AGY-056,2,1,New,2025-06-03,2026-06-03,2343.22,0.0,1.0,2343.22,0.0,1.0
POL-000614,ACCT-00295,BOP,Retail,FL,AGY-056,2,2,Renewal,2026-06-03,2027-06-03,2247.79,-0.0407,0.074,166.27,2081.52,0.074
POL-000615,ACCT-00296,BOP,Retail,NC,AGY-054,3,1,New,2023-01-03,2024-01-03,2844.64,0.0,1.0,2844.64,0.0,1.0
POL-000616,ACCT-00296,BOP,Retail,NC,AGY-054,3,2,Renewal,2024-01-03,2025-01-03,2893.39,0.0171,1.0,2893.39,0.0,1.0
POL-000617,ACCT-00296,BOP,Retail,NC,AGY-054,3,3,Renewal,2025-01-03,2026-01-03,2982.0,0.0306,1.0,2982.0,0.0,1.0
POL-000618,ACCT-00296,BOP,Retail,NC,AGY-054,3,4,Renewal,2026-01-03,2027-01-03,3396.34,0.1389,0.4877,1656.3,1740.04,0.4877
POL-000619,ACCT-00297,BOP,Real Estate,TX,AGY-013,2,1,New,2025-04-18,2026-04-18,8299.66,0.0,1.0,8299.66,0.0,1.0
POL-000620,ACCT-00297,BOP,Real Estate,TX,AGY-013,2,2,Renewal,2026-04-18,2027-04-18,8743.45,0.0535,0.2,1748.69,6994.76,0.2
POL-000621,ACCT-00298,BOP,Restaurants & Food Service,AZ,AGY-032,3,1,New,2025-07-06,2026-07-06,2176.8,0.0,0.9836,2141.02,35.78,0.9836
POL-000622,ACCT-00299,Professional Liability,Healthcare Services,GA,AGY-035,1,1,New,2024-07-29,2025-07-29,12221.5,0.0,1.0,12221.5,0.0,1.0
POL-000623,ACCT-00299,Professional Liability,Healthcare Services,GA,AGY-035,1,2,Renewal,2025-07-29,2026-07-29,11956.02,-0.0217,0.9205,11006.09,949.93,0.9205
POL-000624,ACCT-00300,Professional Liability,Healthcare Services,GA,AGY-004,2,1,New,2025-07-10,2026-07-10,1064.11,0.0,0.9726,1034.96,29.15,0.9726
POL-000625,ACCT-00301,Professional Liability,Retail,AZ,AGY-037,2,1,New,2024-01-24,2025-01-24,5351.3,0.0,1.0,5351.3,0.0,1.0
POL-000626,ACCT-00301,Professional Liability,Retail,AZ,AGY-037,2,2,Renewal,2025-01-24,2026-01-24,5644.1,0.0547,1.0,5644.1,0.0,1.0
POL-000627,ACCT-00301,Professional Liability,Retail,AZ,AGY-037,2,3,Renewal,2026-01-24,2027-01-24,5530.3,-0.0202,0.4301,2378.79,3151.51,0.4301
POL-000628,ACCT-00302,BOP,Restaurants & Food Service,GA,AGY-015,2,1,New,2025-01-22,2026-01-22,3131.72,0.0,1.0,3131.72,0.0,1.0
POL-000629,ACCT-00302,BOP,Restaurants & Food Service,GA,AGY-015,2,2,Renewal,2026-01-22,2027-01-22,3712.57,0.1855,0.4356,1617.26,2095.31,0.4356
POL-000630,ACCT-00303,General Liability,Light Manufacturing,OH,AGY-005,2,1,New,2024-09-27,2025-09-27,16574.84,0.0,1.0,16574.84,0.0,1.0
POL-000631,ACCT-00303,General Liability,Light Manufacturing,OH,AGY-005,2,2,Renewal,2025-09-27,2026-09-27,17086.85,0.0309,0.7562,12920.47,4166.38,0.7562
POL-000632,ACCT-00304,General Liability,Contractors,NY,AGY-037,4,1,New,2023-05-11,2024-05-11,5645.15,0.0,1.0,5645.15,0.0,1.0
POL-000633,ACCT-00304,General Liability,Contractors,NY,AGY-037,4,2,Renewal,2024-05-11,2025-05-11,6422.84,0.1378,1.0,6422.84,0.0,1.0
POL-000634,ACCT-00304,General Liability,Contractors,NY,AGY-037,4,3,Renewal,2025-05-11,2026-05-11,6840.28,0.065,1.0,6840.28,0.0,1.0
POL-000635,ACCT-00305,General Liability,Contractors,IL,AGY-029,4,1,New,2024-09-04,2025-09-04,21199.25,0.0,1.0,21199.25,0.0,1.0
POL-000636,ACCT-00305,General Liability,Contractors,IL,AGY-029,4,2,Renewal,2025-09-04,2026-09-04,23601.67,0.1133,0.8192,19333.97,4267.7,0.8192
POL-000637,ACCT-00306,General Liability,Contractors,WA,AGY-059,4,1,New,2025-12-10,2026-12-10,13474.37,0.0,0.5534,7457.05,6017.32,0.5534
POL-000638,ACCT-00307,Professional Liability,Technology,TX,AGY-052,3,1,New,2024-05-09,2025-05-09,13717.09,0.0,1.0,13717.09,0.0,1.0
POL-000639,ACCT-00307,Professional Liability,Technology,TX,AGY-052,3,2,Renewal,2025-05-09,2026-05-09,14133.27,0.0303,1.0,14133.27,0.0,1.0
POL-000640,ACCT-00307,Professional Liability,Technology,TX,AGY-052,3,3,Renewal,2026-05-09,2027-05-09,14406.69,0.0193,0.1425,2052.46,12354.23,0.1425
POL-000641,ACCT-00308,BOP,Real Estate,FL,AGY-033,2,1,New,2024-04-25,2025-04-25,10980.21,0.0,1.0,10980.21,0.0,1.0
POL-000642,ACCT-00308,BOP,Real Estate,FL,AGY-033,2,2,Renewal,2025-04-25,2026-04-25,12176.6,0.109,1.0,12176.6,0.0,1.0
POL-000643,ACCT-00308,BOP,Real Estate,FL,AGY-033,2,3,Renewal,2026-04-25,2027-04-25,12793.57,0.0507,0.1808,2313.36,10480.21,0.1808
POL-000644,ACCT-00309,BOP,Retail,OH,AGY-025,1,1,New,2023-12-18,2024-12-18,3843.57,0.0,1.0,3843.57,0.0,1.0
POL-000645,ACCT-00309,BOP,Retail,OH,AGY-025,1,2,Renewal,2024-12-18,2025-12-18,4270.29,0.111,1.0,4270.29,0.0,1.0
POL-000646,ACCT-00310,General Liability,Restaurants & Food Service,FL,AGY-013,3,1,New,2023-12-15,2024-12-15,6882.99,0.0,1.0,6882.99,0.0,1.0
POL-000647,ACCT-00310,General Liability,Restaurants & Food Service,FL,AGY-013,3,2,Renewal,2024-12-15,2025-12-15,7760.27,0.1275,1.0,7760.27,0.0,1.0
POL-000648,ACCT-00310,General Liability,Restaurants & Food Service,FL,AGY-013,3,3,Renewal,2025-12-15,2026-12-15,7943.95,0.0237,0.5397,4287.56,3656.39,0.5397
POL-000649,ACCT-00311,General Liability,Retail,IL,AGY-026,2,1,New,2023-10-01,2024-10-01,7700.82,0.0,1.0,7700.82,0.0,1.0
POL-000650,ACCT-00311,General Liability,Retail,IL,AGY-026,2,2,Renewal,2024-10-01,2025-10-01,7853.07,0.0198,1.0,7853.07,0.0,1.0
POL-000651,ACCT-00311,General Liability,Retail,IL,AGY-026,2,3,Renewal,2025-10-01,2026-10-01,8209.85,0.0454,0.7452,6118.03,2091.82,0.7452
POL-000652,ACCT-00312,BOP,Retail,CA,AGY-029,2,1,New,2024-08-24,2025-08-24,1748.39,0.0,1.0,1748.39,0.0,1.0
POL-000653,ACCT-00313,BOP,Restaurants & Food Service,IL,AGY-054,2,1,New,2025-12-11,2026-12-11,11066.75,0.0,0.5507,6094.29,4972.46,0.5507
POL-000654,ACCT-00314,BOP,Light Manufacturing,TX,AGY-053,2,1,New,2024-11-13,2025-11-13,7869.99,0.0,1.0,7869.99,0.0,1.0
POL-000655,ACCT-00315,BOP,Light Manufacturing,CA,AGY-041,3,1,New,2024-12-12,2025-12-12,10963.75,0.0,1.0,10963.75,0.0,1.0
POL-000656,ACCT-00316,General Liability,Technology,IL,AGY-032,3,1,New,2024-08-07,2025-08-07,25747.55,0.0,1.0,25747.55,0.0,1.0
POL-000657,ACCT-00316,General Liability,Technology,IL,AGY-032,3,2,Renewal,2025-08-07,2026-08-07,29116.75,0.1309,0.8959,26085.42,3031.33,0.8959
POL-000658,ACCT-00317,BOP,Technology,WA,AGY-034,2,1,New,2023-01-09,2024-01-09,5659.39,0.0,1.0,5659.39,0.0,1.0
POL-000659,ACCT-00317,BOP,Technology,WA,AGY-034,2,2,Renewal,2024-01-09,2025-01-09,5415.37,-0.0431,1.0,5415.37,0.0,1.0
POL-000660,ACCT-00317,BOP,Technology,WA,AGY-034,2,3,Renewal,2025-01-09,2026-01-09,5404.52,-0.002,1.0,5404.52,0.0,1.0
POL-000661,ACCT-00317,BOP,Technology,WA,AGY-034,2,4,Renewal,2026-01-09,2027-01-09,5295.54,-0.0202,0.4712,2495.43,2800.11,0.4712
POL-000662,ACCT-00318,BOP,Professional Services,NC,AGY-056,2,1,New,2024-12-31,2025-12-31,1654.29,0.0,1.0,1654.29,0.0,1.0
POL-000663,ACCT-00318,BOP,Professional Services,NC,AGY-056,2,2,Renewal,2025-12-31,2026-12-31,1540.64,-0.0687,0.4959,763.99,776.65,0.4959
POL-000664,ACCT-00319,Professional Liability,Professional Services,OH,AGY-060,2,1,New,2023-07-04,2024-07-04,8952.41,0.0,1.0,8952.41,0.0,1.0
POL-000665,ACCT-00319,Professional Liability,Professional Services,OH,AGY-060,2,2,Renewal,2024-07-04,2025-07-04,9759.41,0.0901,1.0,9759.41,0.0,1.0
POL-000666,ACCT-00320,Professional Liability,Professional Services,OH,AGY-012,2,1,New,2023-06-12,2024-06-12,4936.82,0.0,1.0,4936.82,0.0,1.0
POL-000667,ACCT-00320,Professional Liability,Professional Services,OH,AGY-012,2,2,Renewal,2024-06-12,2025-06-12,5283.86,0.0703,1.0,5283.86,0.0,1.0
POL-000668,ACCT-00320,Professional Liability,Professional Services,OH,AGY-012,2,3,Renewal,2025-06-12,2026-06-12,5311.39,0.0052,1.0,5311.39,0.0,1.0
POL-000669,ACCT-00321,BOP,Professional Services,TX,AGY-056,2,1,New,2024-08-18,2025-08-18,7113.71,0.0,1.0,7113.71,0.0,1.0
POL-000670,ACCT-00321,BOP,Professional Services,TX,AGY-056,2,2,Renewal,2025-08-18,2026-08-18,7869.71,0.1063,0.8658,6813.23,1056.48,0.8658
POL-000671,ACCT-00322,General Liability,Contractors,WA,AGY-057,3,1,New,2024-07-08,2025-07-08,8455.96,0.0,1.0,8455.96,0.0,1.0
POL-000672,ACCT-00322,General Liability,Contractors,WA,AGY-057,3,2,Renewal,2025-07-08,2026-07-08,10048.01,0.1883,0.9781,9827.78,220.23,0.9781
POL-000673,ACCT-00323,General Liability,Contractors,IL,AGY-044,2,1,New,2024-10-26,2025-10-26,70521.76,0.0,1.0,70521.76,0.0,1.0
POL-000674,ACCT-00323,General Liability,Contractors,IL,AGY-044,2,2,Renewal,2025-10-26,2026-10-26,72755.91,0.0317,0.6767,49234.82,23521.09,0.6767
POL-000675,ACCT-00324,General Liability,Real Estate,OH,AGY-009,2,1,New,2023-12-06,2024-12-06,23645.98,0.0,1.0,23645.98,0.0,1.0
POL-000676,ACCT-00324,General Liability,Real Estate,OH,AGY-009,2,2,Renewal,2024-12-06,2025-12-06,24267.91,0.0263,1.0,24267.91,0.0,1.0
POL-000677,ACCT-00324,General Liability,Real Estate,OH,AGY-009,2,3,Renewal,2025-12-06,2026-12-06,26626.28,0.0972,0.5644,15027.43,11598.85,0.5644
POL-000678,ACCT-00325,Professional Liability,Healthcare Services,TX,AGY-017,2,1,New,2025-03-28,2026-03-28,26429.87,0.0,1.0,26429.87,0.0,1.0
POL-000679,ACCT-00325,Professional Liability,Healthcare Services,TX,AGY-017,2,2,Renewal,2026-03-28,2027-03-28,30224.13,0.1436,0.2575,7783.75,22440.38,0.2575
POL-000680,ACCT-00326,General Liability,Contractors,NC,AGY-030,3,1,New,2025-04-15,2026-04-15,59996.51,0.0,1.0,59996.51,0.0,1.0
POL-000681,ACCT-00326,General Liability,Contractors,NC,AGY-030,3,2,Renewal,2026-04-15,2027-04-15,68705.37,0.1452,0.2082,14305.78,54399.59,0.2082
POL-000682,ACCT-00327,BOP,Restaurants & Food Service,CA,AGY-022,2,1,New,2025-03-24,2026-03-24,1191.22,0.0,1.0,1191.22,0.0,1.0
POL-000683,ACCT-00327,BOP,Restaurants & Food Service,CA,AGY-022,2,2,Renewal,2026-03-24,2027-03-24,1288.7,0.0818,0.2685,346.01,942.69,0.2685
POL-000684,ACCT-00328,Professional Liability,Healthcare Services,CA,AGY-029,2,1,New,2025-05-15,2026-05-15,5238.68,0.0,1.0,5238.68,0.0,1.0
POL-000685,ACCT-00328,Professional Liability,Healthcare Services,CA,AGY-029,2,2,Renewal,2026-05-15,2027-05-15,5917.58,0.1296,0.126,745.78,5171.8,0.126
POL-000686,ACCT-00329,General Liability,Contractors,TX,AGY-035,2,1,New,2024-11-27,2025-11-27,19158.23,0.0,1.0,19158.23,0.0,1.0
POL-000687,ACCT-00329,General Liability,Contractors,TX,AGY-035,2,2,Renewal,2025-11-27,2026-11-27,20960.64,0.0941,0.589,12346.68,8613.96,0.589
POL-000688,ACCT-00330,Professional Liability,Healthcare Services,GA,AGY-041,2,1,New,2025-10-03,2026-10-03,51061.08,0.0,0.7397,37771.21,13289.87,0.7397
POL-000689,ACCT-00331,General Liability,Real Estate,NY,AGY-052,2,1,New,2024-06-27,2025-06-27,36535.85,0.0,1.0,36535.85,0.0,1.0
POL-000690,ACCT-00331,General Liability,Real Estate,NY,AGY-052,2,2,Renewal,2025-06-27,2026-06-27,38666.58,0.0583,1.0,38666.58,0.0,1.0
POL-000691,ACCT-00331,General Liability,Real Estate,NY,AGY-052,2,3,Renewal,2026-06-27,2027-06-27,41893.07,0.0834,0.0082,344.33,41548.74,0.0082
POL-000692,ACCT-00332,Professional Liability,Professional Services,FL,AGY-055,4,1,New,2024-03-25,2025-03-25,2683.38,0.0,1.0,2683.38,0.0,1.0
POL-000693,ACCT-00332,Professional Liability,Professional Services,FL,AGY-055,4,2,Renewal,2025-03-25,2026-03-25,2750.34,0.025,1.0,2750.34,0.0,1.0
POL-000694,ACCT-00333,Professional Liability,Technology,NC,AGY-001,1,1,New,2025-09-20,2026-09-20,5442.99,0.0,0.7753,4220.18,1222.81,0.7753
POL-000695,ACCT-00334,BOP,Restaurants & Food Service,IL,AGY-015,3,1,New,2024-12-23,2025-12-23,3046.03,0.0,1.0,3046.03,0.0,1.0
POL-000696,ACCT-00334,BOP,Restaurants & Food Service,IL,AGY-015,3,2,Renewal,2025-12-23,2026-12-23,3170.91,0.041,0.5178,1641.92,1528.99,0.5178
POL-000697,ACCT-00335,General Liability,Light Manufacturing,NC,AGY-011,1,1,New,2025-09-30,2026-09-30,4033.05,0.0,0.7479,3016.5,1016.55,0.7479
POL-000698,ACCT-00336,BOP,Contractors,CA,AGY-038,4,1,New,2023-10-10,2024-10-10,5158.24,0.0,1.0,5158.24,0.0,1.0
POL-000699,ACCT-00336,BOP,Contractors,CA,AGY-038,4,2,Renewal,2024-10-10,2025-10-10,5284.84,0.0245,1.0,5284.84,0.0,1.0
POL-000700,ACCT-00336,BOP,Contractors,CA,AGY-038,4,3,Renewal,2025-10-10,2026-10-10,5649.55,0.069,0.7205,4070.77,1578.78,0.7205
POL-000701,ACCT-00337,BOP,Healthcare Services,TX,AGY-002,2,1,New,2025-10-24,2026-10-24,6736.17,0.0,0.6822,4595.36,2140.81,0.6822
POL-000702,ACCT-00338,General Liability,Retail,GA,AGY-010,2,1,New,2023-06-24,2024-06-24,8130.3,0.0,1.0,8130.3,0.0,1.0
POL-000703,ACCT-00338,General Liability,Retail,GA,AGY-010,2,2,Renewal,2024-06-24,2025-06-24,8732.9,0.0741,1.0,8732.9,0.0,1.0
POL-000704,ACCT-00338,General Liability,Retail,GA,AGY-010,2,3,Renewal,2025-06-24,2026-06-24,9591.69,0.0983,1.0,9591.69,0.0,1.0
POL-000705,ACCT-00338,General Liability,Retail,GA,AGY-010,2,4,Renewal,2026-06-24,2027-06-24,10596.43,0.1048,0.0164,174.19,10422.24,0.0164
POL-000706,ACCT-00339,General Liability,Contractors,GA,AGY-044,3,1,New,2025-10-31,2026-10-31,14368.94,0.0,0.663,9526.8,4842.14,0.663
POL-000707,ACCT-00340,BOP,Real Estate,AZ,AGY-035,2,1,New,2025-07-12,2026-07-12,5271.92,0.0,0.9671,5098.6,173.32,0.9671
POL-000708,ACCT-00341,BOP,Restaurants & Food Service,WA,AGY-005,3,1,New,2023-03-11,2024-03-11,6159.2,0.0,1.0,6159.2,0.0,1.0
